"Longitude" "Latitude" "dt" "Magnitude" "lambda" "type"
-120.94 35.57 1188.87623842593 3.16 0.0132896744786714 1
-118.88 34.07 1217.00780092593 4.42 0.0146101148288380 1
-117.7 36.71 1217.9422337963 3.26 0.0101508237095026 1
-117.83 36.39 1238.86912037037 3.38 0.0149206361069894 1
-118.01 32.9 1266.0003587963 4.11 0.00640511624494696 1
-117.55 32.74 1287.56578703704 3.92 0.00910934131424037 1
-117.62 35.73 1290.05738425926 3.77 0.0152276689593046 1
-116.27 34.71 1320.79690972222 3.14 0.0148607753288944 1
-117.4 36.01 1334.25584490741 3.59 0.0139009296928197 1
-120.53 34.53 1348.43244212963 3.83 0.00935826070177331 1
-116.19 32.03 1371.47774305556 3.59 0.00694683018066709 1
-114.55 35.96 1377.88465277778 3.85 0.000621533532571891 1
-119.14 34.16 1385.16232638889 3.19 0.0139482208725955 1
-119.3 33.17 1414.94822916667 4.35 0.00312881870512144 1
-117.27 35.55 1415.88994212963 4.6 0.0141905962872292 1
-117.87 32.92 1433.90204861111 3.48 0.00932676328351702 1
-116.66 32.19 1464.00159722222 3.81 0.00599410225511531 1
-117.48 35.71 1464.83888888889 3.39 0.0130627424934356 1
-117.53 32.05 1492.59708333333 4.4 0.00267077570051659 1
-116.59 32.24 1505.89986111111 4.45 0.0134241396844915 1
-120.71 34.54 1542.52864583333 3.09 0.00802412941692635 1
-120.42 33.94 1545.89853009259 3.44 0.00643418935473757 1
-120.38 36.57 1576.80207175926 3.34 0.0157964218477164 1
-120.28 33.78 1584.44329861111 3.4 0.00458483042225317 1
-118.36 35.53 1590.85341435185 3.85 0.0132169185268193 1
-119.04 34.08 1595.09653935185 3.9 0.0126455678436670 1
-120.55 33.88 1601.03106481481 3.05 0.00578765690658891 1
-117.61 32.21 1606.1199537037 3.74 0.00394930839332572 1
-117.71 36.1 1650.02136574074 3.15 0.0158460498572151 1
-120.43 34.72 1682.37144675926 3.65 0.0115043089727536 1
-119.03 33.52 1696.19603009259 3.97 0.00843841868056468 1
-121.18 35.82 1697.68055555556 3.69 0.0137340379403988 1
-116.96 35.73 1710.68696759259 3.45 0.0116149039883128 1
-118.94 34.03 1810.30216435185 3.15 0.0159964754920261 1
-121.46 36.76 8.87972222222222 3.17 0.0318475425106855 1
-115.7 32.82 37.4249074074074 3.09 0.0500016330422658 1
-116.86 34.34 46.1606712962963 3.24 0.0276872580419873 1
-119.06 34.42 54.8323263888889 3.16 0.0195405812016875 1
-121.15 36.56 60.008275462963 3.17 0.0226602493552098 1
-117.56 35.12 61.5722800925926 3.71 0.0172638561755022 1
-115.57 32.57 64.2879976851852 3.74 0.0516521694226209 1
-115.22 32.26 66.0580671296296 3.39 0.0877315796341537 1
-117.53 35.57 78.7828935185185 3.43 0.0170832949260195 1
-116.26 34.58 81.9923263888889 3.11 0.0247398778901240 1
-121.08 35.65 83.1813657407407 3.19 0.0167918232133172 1
-117.59 35.62 87.0669328703704 4.11 0.0362357546419164 1
-121.09 36.52 90.5180555555555 4.34 0.024507955262484 1
-115.82 32.63 102.754490740741 3.6 0.0274654170249076 1
-121.42 36.8 112.803564814815 3.22 0.0329014189419387 1
-121.54 36.82 131.316018518519 3.18 0.036821168801606 1
-115.37 32.4 133.017581018519 3.21 0.0429683840717983 1
-115.28 32.41 143.138275462963 3.91 0.0419631077956179 1
-115.86 32.68 151.997395833333 3.86 0.0328622258378133 1
-116.79 33.92 158.906886574074 3.87 0.0263189322280631 1
-120.49 35.94 164.494618055556 3.27 0.0310098924089299 1
-120.19 36.07 177.859861111111 3.19 0.0162181771753023 1
-120.44 35.9 186.212824074074 3.27 0.0390975106358859 1
-117.9 36.07 192.889467592593 4.02 0.0169451617306808 1
-117.48 33.73 203.624212962963 3.69 0.0254053627568816 1
-116.8 33.69 210.522835648148 3.16 0.0332224233698858 1
-116.27 33.98 235.744085648148 3.23 0.031372442220861 1
-116.05 32.7 255.966041666667 4.05 0.0250966782883473 1
-121 36.45 257.669965277778 3.09 0.0190367868598279 1
-116.6 33.44 277.787615740741 3.18 0.0349348804449563 1
-115.88 32.9 281.014490740741 3.15 0.0461666767940012 1
-115.83 32.12 294.490011574074 3.1 0.0499332580582708 1
-116.05 32.68 306.664386574074 4.62 0.236027624323352 1
-117.58 34.21 307.822048611111 3.6 0.0324363329105683 1
-116.12 34.37 328.319259259259 3.48 0.0216844420103643 1
-115.97 32.82 332.512222222222 3.9 0.0411883118051070 1
-120.29 36.17 348.806898148148 3.88 0.0195980064396637 1
-115.35 32.12 368.784988425926 3.06 0.0280293717473913 1
-115.63 32.66 371.625543981481 3.15 0.03521029633309 1
-116.32 32.98 381.672083333333 3.81 0.0222565278927771 1
-117.52 34.21 394.9975 3.35 0.03509041468184 1
-116.15 33.21 404.148425925926 4.29 0.056861084980529 1
-116.01 32.65 420.499780092593 3.16 0.0614928036420569 1
-120.33 35.78 442.913831018519 3.11 0.0263352908050814 1
-115.15 32.4 448.70255787037 3.62 0.063176235738027 1
-117.7 35.83 450.403298611111 3.23 0.0185536476264817 1
-118.31 35.08 450.633912037037 3.19 0.0211605725610832 1
-117.78 36.03 453.34 4.11 0.0190357475980652 1
-121.34 36.74 466.636840277778 3.07 0.032089485007364 1
-116.59 33.45 472.891111111111 3.56 0.0562108238055805 1
-119.93 34.22 477.131226851852 3.19 0.0161792044874919 1
-117.32 34.11 482.295104166667 3.35 0.0709582786983215 1
-115.87 32.06 488.959525462963 4.18 0.0244259264361981 1
-115.61 33.18 501.628831018518 3.24 0.0743911671319005 1
-119.23 34.88 519.3021875 3.74 0.0215297371679651 1
-115.08 32.21 539.277407407407 3.31 0.0651187195090122 1
-121.62 36.88 547.790891203704 4.2 0.0376235866007648 1
-116.95 34.99 566.958472222222 3.47 0.0184440096789426 1
-120.43 36.09 578.448657407407 3.07 0.0181269977697896 1
-118.62 34.3 585.290856481481 4.66 0.0382183493597225 1
-116.3 34.6 606.50556712963 3.43 0.0174776280004013 1
-121.56 36.83 631.737615740741 3.08 0.0423715225708879 1
-116.84 33.71 652.857037037037 3.12 0.0340276496916413 1
-117.63 34.39 653.328981481481 4.2 0.0365893323060242 1
-121.1 36.58 654.827037037037 3.06 0.0230131409857845 1
-119.65 34.39 685.1146875 3.43 0.0187908533315017 1
-116.47 33.51 685.88587962963 3.29 0.0374447267277208 1
-116.55 33.17 694.194826388889 3.3 0.0239569961728105 1
-121.21 36.6 696.104305555556 3.4 0.0314259180199137 1
-116.16 32.65 706.58037037037 3.96 0.0274041159021659 1
-121.18 36.59 711.11724537037 3.09 0.332560043574683 1
-116.98 34.16 717.509837962963 4.06 0.0291323268721368 1
-118.55 35.34 740.503611111111 3.9 0.0259959232374522 1
-115.95 32.65 753.042800925926 3.44 0.0258443192989503 1
-120.78 35.5 763.450914351852 3.07 0.0176080651418231 1
-121.04 35.66 768.285543981482 3.14 0.0176925513343421 1
-117.73 35.96 776.497638888889 3.58 0.0166512326037235 1
-115.82 32.09 777.923680555556 3.79 0.0498695063305178 1
-118.03 36.58 778.635787037037 3.77 0.0216820914907786 1
-117.67 35.78 827.018761574074 3.59 0.0185190842461624 1
-115.49 32.13 841.55306712963 4.1 0.0275972829214933 1
-118.43 35.47 851.299803240741 4.43 0.0168935755824537 1
-117.14 34.02 858.947395833333 3.1 0.0277080361023925 1
-120.39 35.84 865.288402777778 3.22 0.036983997619464 1
-115.81 32.1 889.777916666667 3.21 0.0922297831874283 1
-121.63 36.88 896.083738425926 3.12 0.0564250651287681 1
-117.25 34.05 904.552060185185 3.99 0.0282987199936308 1
-118.06 36.15 915.886238425926 3.4 0.0167180844753953 1
-120.76 35.64 917.809652777778 3.7 0.0193755755698514 1
-116.34 34.86 917.81011574074 3.32 0.173978985016739 1
-117.9 36.07 922.861493055556 3.37 0.0586852989609846 1
-115.57 33.19 976.71113425926 3.25 0.0358768020408477 1
-116.07 32.7 984.578090277778 3.36 0.104120629500909 1
-119.43 35.19 991.688993055556 3.33 0.017447226776309 1
-116.68 34.84 1000.91334490741 3.06 0.0200966796653901 1
-116.97 34.08 1005.36237268519 4.14 0.0289257801086132 1
-119.12 35.06 1005.95929398148 3.14 0.0268659169306898 1
-115.94 32.67 1013.71112268519 3.34 0.0435137156826824 1
-116.58 33.54 1033.67337962963 3.16 0.0384631994659002 1
-119.01 34.45 1049.41171296296 3.49 0.0196110305115796 1
-120.81 35.53 1049.74353009259 3.96 0.0223656528946421 1
-116.86 33.5 1051.52479166667 4.11 0.0295761617333925 1
-116.91 34 1054.88707175926 3.2 0.0318018857312231 1
-120.38 35.83 1057.61394675926 3.48 0.0534909182460342 1
-117.91 36.21 1073.15356481481 3.1 0.0189909675558565 1
-115.26 32.54 1104.53053240741 3.3 0.0429562230455894 1
-115.77 32.1 1111.57614583333 3.32 0.0182671667402970 1
-118.46 33.98 1119.15467592593 3.3 0.0220296970355527 1
-117.79 35.41 1126.8815162037 4.39 0.0178122136528187 1
-117.78 36.02 1134.58163194444 3.07 0.0236315576904718 1
-115.6 32.59 1135.88244212963 3.82 0.0789551488585915 1
-115.29 32.28 1145.68377314815 3.45 0.0711948064956311 1
-120.95 36.43 1147.64383101852 3.2 0.0189074030799057 1
-120.18 36.12 1166.54146990741 3.28 0.0247588209758934 1
-114.78 32.14 1191.53371527778 3.3 0.0209557414049535 1
-115.76 32.07 1197.36212962963 4.3 0.136818847167545 1
-115.64 33.2 1202.16460648148 3.79 0.0543204154000726 1
-121.67 36.99 1208.89746527778 3.28 0.0354018359184864 1
-117.79 33.89 1208.95582175926 3.76 0.0296944014558956 1
-119.31 35.02 1216.61070601852 3.53 0.0199371607878671 1
-119.18 34.44 1223.8105787037 4.17 0.0181030272741101 1
-118.19 36.78 1229.63574074074 3.3 0.0238578838345107 1
-118.34 33.94 1233.11083333333 4.7 0.0224026089152259 1
-115.54 32.05 1256.69356481481 3.09 0.0174958145767351 1
-115.92 32.65 1265.85574074074 3.28 0.0314214530801974 1
-120.95 35.64 1266.48111111111 4.39 0.0161802625773218 1
-115.61 32.18 1266.48532407407 3.54 0.0252813423794588 1
-120.48 35.93 1297.47351851852 3.12 0.0434661043402689 1
-115.34 32.11 1307.45523148148 3.1 0.0390436552624636 1
-117.38 34.26 1308.49717592593 3.72 0.0326759580940488 1
-121.09 35.66 1342.58454861111 3.17 0.0199968308478725 1
-117.42 35.41 1351.37115740741 3.37 0.0167211738091968 1
-118.25 32.71 1376.10506944444 3.73 0.0210792184824437 1
-116.96 33.98 1384.3775462963 3.44 0.0269229334694976 1
-117.43 34.16 1412.4247337963 3.3 0.0404285821481616 1
-117.06 33.91 1414.32943287037 3.29 0.0310556486695857 1
-116.63 33.41 1415.57956018519 3.61 0.0326513898074922 1
-115.61 33.18 1416.95292824074 3.19 0.0776151391647245 1
-117.33 35.95 1431.04162037037 3.07 0.0933026699594332 1
-115.18 32.45 1459.7459837963 3.53 0.0517879071832096 1
-117.78 36.03 1460.83174768519 3.19 0.039064537680624 1
-117.84 36.04 1474.50700231481 3.48 0.0334076265335337 1
-116.36 32.99 1480.49429398148 3.37 0.0228212499343964 1
-121.36 36.72 1499.83083333333 3.5 0.0520108590308781 1
-120.47 35.91 1502.35673611111 3.43 0.055368123742046 1
-115.69 32.05 1502.38583333333 3.09 0.0175745643605446 1
-116.01 32.71 1504.69072916667 3.38 0.0296648410454715 1
-117.18 34 1504.90216435185 4.1 0.0330388741672623 1
-121.08 35.66 1515.48958333333 3.13 0.0585869097175051 1
-121.2 36.6 1520.47467592593 3.32 0.0348070549864714 1
-121.54 36.81 1526.25986111111 3.55 0.0485066288468344 1
-118.08 33.99 1535.41944444444 4.44 0.0252215517745786 1
-120.51 35.95 1544.90612268519 3.4 0.0594989256750766 1
-116.06 33.27 1588.53267361111 3.39 0.0658199135903383 1
-119.25 35.02 1588.76605324074 4.28 0.0228956344517508 1
-115.57 33.83 1598.29861111111 3.54 0.0185298194822181 1
-116.46 33.5 1614.32238425926 3.18 0.0417871799264137 1
-116.85 34.32 1618.81454861111 3.32 0.0322460638396447 1
-116.42 33.38 1624.08954861111 4.9 0.0442993580130738 1
-121.03 35.66 1635.9174537037 3.27 0.0276157210998337 1
-118.44 35.48 1642.28577546296 3.74 0.0328438647006115 1
-116.23 32.87 1643.1021875 3.51 0.0415526632700445 1
-116.49 33.42 1648.95386574074 5.43 0.0955138728358499 1
-121.57 36.83 1662.24623842593 3.35 0.0769162322413655 1
-116.27 34.48 1663.40927083333 3.07 0.0270748239078954 1
-116.01 33.16 1666.85116898148 3.8 0.0577736064836868 1
-115.19 32.03 1673.40643518519 3.67 1.58135298593728 1
-120.82 36.25 1674.12510416667 3.4 0.0211491915784489 1
-117.5 34.39 1689.76998842593 3.1 0.0259175105332324 1
-116.69 33.88 1693.54150462963 3.59 0.0281953915984901 1
-116.04 32.85 1698.56561342593 3.72 0.044668627298997 1
-116.77 34.73 1715.90616898148 3.12 0.0211811172315732 1
-117.66 35.96 1745.8918287037 3.06 0.0163653276498104 1
-116.95 34.99 1763.98790509259 3.1 0.0241140857260169 1
-118.15 33.78 1769.62959490741 3.71 0.0227815171791083 1
-115.54 32.69 1776.72743055556 3.08 0.0479967907577064 1
-121.11 35.72 1785.21166666667 3.23 0.0239152380016633 1
-117.78 36.04 1789.1675462963 3.74 0.0429486752075744 1
-115.94 32.66 1802.85215277778 3.05 0.535639777369041 1
-115.55 33.03 1809.64429398148 3.27 0.0489118068316571 1
-120.56 36.46 1812.08563657407 3.55 0.0219959785115545 1
-115.000814551162 34.0396170655731 0.257218325976282 0.986704490566626 0.00753315535842901 2
-118.014189891354 33.0872695155442 3.40083820978180 1.78828091259347 0.00697065195267727 2
-115.529274032009 36.069987133774 6.60970126325265 4.4941314858268 0.00191251264625915 2
-119.828136283555 34.0811151708011 6.98485877551138 3.6643749164301 0.00841206745209335 2
-114.928429069463 35.8056352617918 7.47299174196087 3.86344113283558 0.00149063490521176 2
-114.412337375712 33.9573836570606 12.3082657903433 2.86967488507507 0.00348312870337945 2
-115.981400096929 35.8104300024454 15.2881150185131 1.61062208097428 0.00386457637686951 2
-115.063204767974 35.9839134316426 17.8957953578793 0.611083827645052 0.00162159280125784 2
-121.431355895544 35.6278435157146 19.7695166321937 3.81734456088161 0.00856148252655499 2
-120.284138990846 36.6570538103813 25.3319016611204 3.76437609766144 0.0126299667343862 2
-118.557007339736 36.4807537740096 26.1376062624622 4.81757013069 0.0129903206974857 2
-118.268129186123 33.0719768846408 36.0150658788625 4.59232091868762 0.0067570760160427 2
-120.095296276454 33.4570120074321 39.9297067134175 2.71561504985439 0.00348312870337945 2
-116.430150961387 36.1200885307277 47.6355818726588 3.74202685266500 0.0036905518833823 2
-115.272927168827 34.8295525430702 49.1283929566853 1.77932285761926 0.00305509852910132 2
-116.690279936674 36.6029321234673 68.854810092831 4.19841385188047 0.00768344944966964 2
-116.769609225006 36.4133489071159 69.0777516937815 2.80487947370857 0.00460374150229708 2
-114.355550063029 35.7860174037283 73.7049559198786 1.36192589693237 0.000607328248325261 2
-116.133078387450 36.8506516514346 83.2465419596992 4.44014424146153 0.00142998994803956 2
-120.156294033257 33.9243102650158 89.2474863745738 3.70439838222228 0.00659623533697478 2
-117.299403629964 32.4030771923484 90.2078712352086 3.69093686824199 0.00761137869106291 2
-115.146731613879 33.9914859056473 91.4365783398971 1.00195181333693 0.00970318939347052 2
-116.020361010754 36.0621123947669 93.3010437460616 4.19494779630331 0.00294435570075081 2
-115.717568716407 34.7332676215563 94.0719920918345 1.68811206511455 0.00749536230305222 2
-114.345847232058 35.0565569137922 101.266275278991 4.79065004509175 0.000631762005740194 2
-118.956796486513 36.6016508167842 106.716274980223 1.57842725826195 0.0100635433559539 2
-115.810294388398 35.0886979011819 110.211138323182 3.39036837714957 0.00665160657257062 2
-116.269761540159 36.9378580704099 123.242634526920 0.1908992650453 0.00165411254358051 2
-121.462247324246 34.1469445484225 138.624738376122 3.10865654465742 0.00298566428342754 2
-119.027799433842 33.0812559938524 139.505213439697 0.871390478953254 0.00316935688427194 2
-116.046325093671 35.1260779880686 142.655297699152 4.49376427024836 0.0084445872993068 2
-122.030037809699 35.6270839637844 146.190874282736 1.28106561249588 0.00499309960961206 2
-121.085333070369 34.8528965583770 147.629211372463 1.47836813911563 0.007075242380574 2
-115.936893814872 35.4698398775654 148.826122140745 0.175272277265321 0.00623236566621491 2
-120.446575085493 35.5234761773376 152.895297180396 0.582393318135291 0.0142207974859717 2
-118.603870106069 33.3051497956738 158.402588117868 4.68775749786291 0.00659535632089567 2
-121.757356269727 35.4022132070735 173.840802528197 2.00332770966925 0.0047346995592123 2
-115.344725515810 34.623256992246 184.750107187079 3.67999317162903 0.00465383953370023 2
-116.633792486577 36.9346502445405 186.926821270259 3.15798360802000 0.00351652721289685 2
-115.224421240389 35.8715279974509 188.542502769269 4.74661492814776 0.00182901610622152 2
-117.647093815589 36.9666821991559 190.473971171537 0.909856153477449 0.00813696823779104 2
-114.379930579173 35.1716242440743 194.501988476142 0.146367385599297 0.000622269755848149 2
-120.197749287053 33.6773048220435 196.045469391393 4.12103715963895 0.00438401334617863 2
-114.319513767469 35.4489502574317 203.837610660121 3.71452717585489 0.000624906483108519 2
-119.871991905291 36.8738117079251 209.186819457449 2.62573535072152 0.00825562113829373 2
-115.565086249122 35.9390141182346 216.828140772181 1.61637157107471 0.00227286661000224 2
-121.993159090751 35.2391623033211 220.116935995175 1.96198527377564 0.00324494334885738 2
-116.917878494714 36.4940014674561 220.784584344132 0.330610896809958 0.00542816119892002 2
-119.881277725473 33.6804609552491 233.583393839421 2.12311513661407 0.00480061791725215 2
-114.316758101969 35.8051626835251 237.284786259523 1.03700324805686 0.000616468945491757 2
-119.600097002950 36.9447797219967 244.247300431365 3.48927167574875 0.00791724008047315 2
-122.067819001875 35.1234346599085 253.994568349561 1.44040566271869 0.00243810219042411 2
-115.352075830498 34.9482928536367 256.46333130775 3.85921079028631 0.00354113680759957 2
-115.238382206834 34.3583092018031 259.352176107466 3.67776612719754 0.0064810977853941 2
-114.572040698142 32.9982012356631 272.535067617428 4.56752173119457 0.00669818907301303 2
-117.52415853641 32.3682501279050 287.296648390824 4.00769757803064 0.0046274722617673 2
-119.066480479692 33.1655698797898 287.753425716190 4.44721013501985 0.00370197766663619 2
-116.450110382773 36.8929064064985 292.59136968595 1.62853131042793 0.00235724216533588 2
-116.070443320577 36.8739174621878 294.1769302506 3.10794724171283 0.00124893407493775 2
-118.713972639525 36.4760783897014 296.996967482846 1.94489406254143 0.0112764421423311 2
-116.450180365797 36.9608508040663 301.337748453254 4.90838993014768 0.00220255370619924 2
-114.483155664266 35.9675827118801 311.472075190162 1.26874021918047 0.000622269755848149 2
-117.308949278248 32.2916183016263 311.76712197531 1.29059951532399 0.00493948587056266 2
-117.895521607739 32.0772221436026 317.276662822813 4.53950020400807 0.00209093186325587 2
-117.24681111197 37.0573109698016 320.824822861934 1.8103580369032 0.00568304554186433 2
-118.944129823172 36.6597654291894 321.418138489127 3.40222021263326 0.0100635433559539 2
-121.285544459894 35.3719022454228 325.823110279161 4.12538444985403 0.00698383540962113 2
-115.000083131623 33.3499876461923 327.443424566649 2.74979236554354 0.0112500748701892 2
-121.211392817739 34.2470010335557 338.594353944296 3.55462360850070 0.0042345982706171 2
-114.863075987762 34.0565847214079 346.401623219717 2.40720325919101 0.00585267548858712 2
-114.876387497108 34.1572164279874 347.699862253154 1.80026619510027 0.005415856222791 2
-119.724109728006 33.5870614172192 350.023655445548 0.0736383062205277 0.00432336854959198 2
-114.762769821659 32.8717493350850 350.941885941196 1.5702121134731 0.00986139373729342 2
-117.932012645854 32.0770433346974 364.145960797323 1.52490428824676 0.00190284471721009 2
-115.826774811605 35.3810009498149 367.840975376777 3.51532036109129 0.00591683599349298 2
-119.116185377561 33.3192634590901 370.326405820437 4.83844537547557 0.0046837225119441 2
-114.920677651791 35.8244711360661 375.625125032617 3.66512282275362 0.00149063490521176 2
-119.327694735001 36.9794646372553 378.365783075104 0.808933116181288 0.0078108917988662 2
-117.184384076181 32.2964888529619 383.650879145367 1.81510975499405 0.00572171778918116 2
-114.544525435497 34.4120866343146 385.362667683046 2.12829580341931 0.00243194979130904 2
-114.432746998337 34.7745227535721 385.548132874537 0.674769229651429 0.00111182377972031 2
-115.307680729567 35.0910863651428 391.618483425817 0.959555335203186 0.00336535428365862 2
-119.849311230937 33.8169952158118 394.359048179351 3.13478911671555 0.00603461041292309 2
-114.347546832450 33.775315918494 398.307650835952 3.23262991594384 0.00329328352657161 2
-118.044348908518 32.8614432846662 402.86366841523 0.87645590842003 0.00634047180259075 2
-120.988063084614 33.8584584911587 410.554226035019 1.97926208433928 0.00405530039266383 2
-115.372781400522 35.4486773905112 419.717421530513 4.30935650768224 0.00336535428365862 2
-119.422159036668 36.1640711599495 420.700646565994 2.45505307686981 0.0103711627758876 2
-116.988780642953 36.2230215137592 429.405501196394 1.22844918397022 0.00622709210587819 2
-119.202920847433 33.5454192617210 442.17856800626 2.57034350578906 0.00548616930312376 2
-116.127841541986 36.3458085798658 445.294668493327 0.496977198799141 0.00177012893196983 2
-114.623861392471 35.6280000328785 449.538377454272 4.79326635149773 0.00101162782575033 2
-114.413636625605 33.4822271705838 450.116569718113 3.834984130261 0.0043409467299744 2
-114.683268153830 34.9851729835384 458.329546316061 4.10268671989907 0.00128936403454495 2
-116.816911344719 36.1500347843859 461.564930447843 1.27924576773075 0.00504847102147309 2
-118.409592780238 32.8204343343154 464.151808195049 0.378733879351057 0.0065215277106447 2
-116.752824148955 36.4710848057177 480.810887950473 1.68332368332194 0.00460374150229708 2
-119.460944951442 33.4508517304901 487.084551009582 3.59264214306604 0.00442795915466918 2
-117.954181756522 32.5247321935138 489.379325850168 3.41292105198372 0.00463010877405902 2
-115.623201351450 36.1274729309836 503.5410050496 0.351144393067807 0.0017209098641682 2
-115.468711790722 35.0431911001215 503.733368558111 4.51647595250979 0.00372658726205535 2
-115.582863227231 34.5346811101306 503.896618315252 3.74991106985835 0.0072360830596706 2
-114.061749770679 33.2034882564796 508.406901935348 3.0220765533275 0.00279669830220698 2
-118.087269236217 32.8494289943483 515.76974221901 2.66277188194217 0.00634047180259075 2
-114.916532570170 34.0276841799496 525.023919770494 0.433784706448205 0.00682651008160417 2
-122.008372324845 35.1549547831761 528.692715510959 0.445482505287509 0.00243810219042411 2
-118.419358116528 35.6327581138117 533.721865108702 1.31287621892989 0.0117950002725564 2
-114.952332545724 34.4123293427285 541.788497511763 0.953828433179297 0.00447278362521198 2
-115.710151336226 35.0116110160714 542.246577083366 0.426262502395548 0.0057190810967667 2
-118.285351980454 33.5817080162931 549.7704779997 1.81605631168932 0.0115664830247795 2
-120.214220031677 33.7084491086658 552.344985462958 0.0300047128228471 0.00443762726162786 2
-114.508931301464 33.1960663534235 552.636494021863 0.885509330278728 0.00535960597254309 2
-114.041130391345 34.4426202224568 563.114046011353 3.39120292930165 0.00055309937735211 2
-120.966598626506 33.9202401668532 563.251094658626 4.70001019189367 0.00458880019069371 2
-114.609049778106 32.8067286870675 568.35798856779 2.96701702822465 0.00867046767863078 2
-114.546834856435 32.3712640169309 569.528494763421 4.62011031503789 0.0130430554209288 2
-117.649074587133 32.5572586369701 572.666185100097 3.76781120484229 0.00541849309206526 2
-114.764232664509 35.1725294255652 575.381019409746 3.44035744668217 0.00138516542538022 2
-116.257347225328 35.723791768169 575.525767983636 1.01402435711352 0.00627279559036236 2
-121.331801635819 34.2902625707211 577.41184265702 0.605234370986 0.00391467440880273 2
